"username";"email";"first_name";"last_name";"birth_date";"country";"subscription_type";"liked_songs_id"
"U0011364";"samuelgarcia@invalid_domain";"Scott";"Roberts";"1980/04/19";"Romania";"premium";"['S0005655', 'S0001207', 'S0003211', 'S0009241', 'S0000666', 'S0005024', 'S0005718', 'S0004158', 'S0008896', 'S0004359', 'S0003308', 'S0001772', 'S0005209', 'S0005571', 'S0003600', 'S0004805', 'S0000143', 'S0007109', 'S0001976', 'S0002553', 'S0007947', 'S0001382', 'S0009712', 'S0009421', 'S0007752', 'S0001228', 'S0009848', 'S0010199', 'S0000896', 'S0000349', 'S0002973', 'S0001402', 'S0009532', 'S0001782', 'S0010020', 'S0005235', 'S0009193', 'S0003108']"
"U0010849";"jsullivan@example.net";"Gregory";"Richards";"1972/11/14";"Iceland";"Premim";"['S0000300', 'S0008440', 'S0002774', 'S0005510', 'S0010524', 'S0000315', 'S0003210', 'S0009065', 'S0007744', 'S0005639', 'S0001696', 'S0010557', 'S0001130', 'S0002858', 'S0007985', 'S0000636', 'S0008889', 'S0001360']"
"U0010322";"kidddavid@example.net";"Barbara";"Robertson";"2180/08/16";"Tanzania";"premium";"['S0001030', 'S0008352', 'S0000206', 'S0006553', 'S0003643', 'S0004681', 'S0006443', 'S0004362', 'S0007507', 'S0006330', 'S0009002', 'S0009001', 'S0009538', 'S0001560', 'S0006834', 'S0004590', 'S0010688', 'S0003647', 'S0007322', 'S0004767', 'S0008382', 'S0005262', 'S0008823', 'S0002868']"
"U0010375";"samanthakrause@example.com";"Heidi";"Nguyen";"1985/07/05";"Saint Vincent and the Grenadines";"Exclusive";"['S0002829', 'S0010185', 'S0008147', 'S0006778', 'S0002858', 'S0003164', 'S0001779', 'S0010075', 'S0002667', 'S0008681', 'S0000454', 'S0009484', 'S0007568', 'S0000570', 'S0009381', 'S0007260', 'S0003446', 'S0004417', 'S0007148', 'S0004283', 'S0001815', 'S0004077', 'S0010420', 'S0008348', 'S0004947', 'S0004576', 'S0008862', 'S0002134', 'S0005727', 'S0006073', 'S0009044', 'S0006812', 'S0002905', 'S0003601', 'S0003047', 'S0004583', 'S0005729', 'S0007019', 'S0001016']"
"U0010664";"vmorgan@example.net";"Samuel";"Sanders";"1992/08/21";"Belgium";"normal";"['S0005920', 'S0005425', 'S0003843', 'S0002116', 'S0010141', 'S0002924', 'S0010658', 'S0002724', 'S0008685', 'S0010285', 'S0004418', 'S0010146', 'S0002127', 'S0010498', 'S0001517', 'S0008315', 'S0008179', 'S0006106', 'S0007024', 'S0006098', 'S0001979', 'S0001311', 'S0000207', 'S0005899', 'S0009316', 'S0002656', 'S0004275', 'S0009063', 'S0002739', 'S0008707', 'S0002161', 'S0008380', 'S0006481', 'S0024616']"
"U0011428";"justinnelsonexample.com";"Kathleen";"Cross";"1973/08/12";"United States Minor Outlying Islands";"normal";"['S0007342', 'S0009205', 'S0002187', 'S0004442', 'S0004819', 'S0005414', 'S0004181', 'S0004119', 'S0006510', 'S0004777', 'S0010654', 'S0000109', 'S0008740', 'S0004669', 'S0000637', 'S0004368', 'S0000434', 'S0008364', 'S0008348', 'S0002752', 'S0010083', 'S0001752', 'S0004005', 'S0001076', 'S0008293']"
"U0011314";"john84@example.net";"Amy";"Peterson";"1981/090000";"Myanmar";"normal";"['S0007400', 'S0001644', 'S0008393', 'S0007327', 'S0000532', 'S0002913', 'S0005287', 'S0010168', 'S0000890', 'S0006410', 'S0002590', 'S0007891', 'S0007584', 'S0008671', 'S0002862']"
"U0010247";"michelleallen@example.net";"James";"Webb";"1999/11/25";"Timor-Leste";"premium";"['S0010697', 'S0008982', 'S0002785', 'S0007237', 'S0000761', 'S0007056', 'S0001638', 'S0008587', 'S0005818', 'S0008454', 'S0003067', 'S0007737', 'S0009252', 'S0009025', 'S0005594', 'S0004798', 'S0010584', 'S0002032', 'S0001203', 'S0010130', 'S0000176', 'S0009136', 'S0007037', 'S0009133', 'S0004414', 'S0001720', 'S0006278', 'S0007003', 'S0006507', 'S0000941', 'S0005452', 'S0004824', 'S0009070', 'S0010343', 'S0003692', 'S0002578', 'S0001500', 'S0010441', 'S0005292', 'S0003480', 'S0005491', 'S0010474', 'S0000914', 'S0027925']"
"U0011234";"carriebates@.example.net";"Andrew";"Hernandez";"1985/05/06";"Holy See (Vatican City State)";"premium";"['S0006054', 'S0005528', 'S0003365', 'S0009735', 'S0009931', 'S0002503', 'S0004454', 'S0000344', 'S0009111', 'S0001366', 'S0005638', 'S0000937', 'S0010317', 'S0010501', 'S0007202', 'S0008086', 'S0002057', 'S0000694', 'S0004542', 'S0008635', 'S0000486', 'S0003729', 'S0004284', 'S0009000', 'S0009165', 'S0003938', 'S0003761', 'S0000951', 'S0003241', 'S0003527', 'S0002075', 'S0001848', 'S0004942', 'S0000480', 'S0002164', 'S0005628', 'S0002770', 'S0005469', 'S0009004', 'S0008932']"
"U0010298";"qgonzales@example.com";"Timothy";"Rhodes";"19681102";"Tajikistan";"premium";"['S0009150', 'S0010090', 'S0002158', 'S0003969', 'S0001334', 'S0006476', 'S0008697', 'S0010499', 'S0007642', 'S0009981', 'S0005835', 'S0002729', 'S0002294', 'S0009522', 'S0006563', 'S0009661', 'S0003223', 'S0004968', 'S0007008', 'S0008589', 'S0000439', 'S0003038', 'S0003186', 'S0002817', 'S0004851', 'S0005101', 'S0009977', 'S0006339', 'S0010253', 'S0003670', 'S0010550', 'S0002991', 'S0005135']"
"U0010256";"sanchezallison@example.net";"Andrew";"Williams";"2000/04/16";"Niger";"Premim";"['S0002115', 'S0007342', 'S0003084', 'S0002070', 'S0002767', 'S0004897', 'S0007902', 'S0007875', 'S0010545', 'S0000606', 'S0003598']"
"U0010714";"gonzalezelizabeth@example.com";"Michele";"Martin";"1973/12/08";"Guatemala";"Premim";"['S0006220', 'S0003883', 'S0002187', 'S0002268', 'S0010449', 'S0003358', 'S0004481', 'S0009378', 'S0005263', 'S0001670', 'S0001115', 'S0004320', 'S0005700', 'S0008642', 'S0002120', 'S0003672', 'S0006147', 'S0005790', 'S0008035', 'S0002422', 'S0004736', 'S0001388', 'S0000199', 'S0007464', 'S0008067', 'S0001573', 'S0002424', 'S0006491', 'S0005115', 'S0000728', 'S0001969']"
"U0011471";"tina10@example.org";"Jennifer";"Richards";"1977/050000";"Martinique";"premium";"['S0007848', 'S0005409', 'S0008712', 'S0001948', 'S0007168', 'S0008123', 'S0008401', 'S0005848', 'S0006042', 'S0006486', 'S0007016', 'S0000978', 'S0009628', 'S0010303', 'S0003826', 'S0007778', 'S0003348', 'S0003191', 'S0000176', 'S0005400', 'S0008875', 'S0001608', 'S0006687', 'S0006213', 'S0003781', 'S0007100', 'S0003360', 'S0005180', 'S0005665', 'S0007901']"
"U0010244";"caroline66@example.com";"Ashley";"Kelly";"1998/04/15";"Saudi Arabia";"Premim";"['S0009276', 'S0008048', 'S0008228', 'S0009614', 'S0007415', 'S0008013', 'S0003449', 'S0006442', 'S0004620', 'S0004847', 'S0008074', 'S0000214', 'S0004242', 'S0003653', 'S0001710', 'S0010495', 'S0007213', 'S0001152', 'S0003932']"
"U0011208";"calvinhawkins@example.com";"Jacqueline";"Underwood";"19820226";"Falkland Islands (Malvinas)";"premium";"['S0000554', 'S0003605', 'S0000268', 'S0006682', 'S0009978', 'S0000661', 'S0001528', 'S0009350', 'S0004713', 'S0007056', 'S0006885', 'S0002652', 'S0009692', 'S0005714', 'S0007538', 'S0001999', 'S0008203', 'S0010623', 'S0004343', 'S0002932', 'S0001454', 'S0008305', 'S0008189', 'S0007791', 'S0003221', 'S0001911', 'S0007339', 'S0004877', 'S0005077', 'S0005279', 'S0008763', 'S0003861', 'S0002255', 'S0006050', 'S0008789', 'S0007187', 'S0009016', 'S0002892', 'S0002459', 'S0010051', 'S0000639', 'S0001639', 'S0001178', 'S0002035', 'S0009183', 'S0002228', 'S0005261', 'S0005134']"
"U0010389";"willissydney@.example.org";"Mary";"Roberts";"1964/06/21";"Liechtenstein";"normal";"['S0008967', 'S0004209', 'S0008351', 'S0002350', 'S0002442', 'S0009586', 'S0008205', 'S0008759', 'S0010256', 'S0005178', 'S0010093', 'S0007613', 'S0001309', 'S0003482', 'S0006184', 'S0002873', 'S0001712', 'S0003143', 'S0006391', 'S0003393', 'S0005218', 'S0007366', 'S0004826', 'S0005438', 'S0005514', 'S0008088']"
"U0010495";"dstevens@example.com";"Dennis";"Smith";"1999/09/21";"Hong Kong";"Premim";"['S0001786', 'S0007262', 'S0003886', 'S0000921', 'S0006778', 'S0004410', 'S0004618', 'S0005485', 'S0000928', 'S0009972', 'S0004568']"
"U0010828";"jessicalee#@example.com";"Sean";"Olson";"1972/03/28";"British Indian Ocean Territory (Chagos Archipelago)";"normal";"['S0005845', 'S0006863', 'S0002512', 'S0002070', 'S0007207', 'S0005867', 'S0010356', 'S0008895', 'S0010065', 'S0007573', 'S0006011', 'S0005470', 'S0004641', 'S0010679', 'S0009505', 'S0002167', 'S0008101', 'S0004477', 'S0007958', 'S0000935', 'S0006261', 'S0010670', 'S0009502', 'S0001067', 'S0002686', 'S0002078', 'S0007409', 'S0008998', 'S0008273', 'S0000304', 'S0010037', 'S0002210', 'S0010045', 'S0005912']"
"U0011098";"leezachary@example.net";"Brian";"Smith";"198201/29";"Lesotho";"premium";"['S0000940', 'S0002269', 'S0002691', 'S0009564', 'S0005057', 'S0009284', 'S0007498', 'S0008692', 'S0010560', 'S0004323', 'S0003990', 'S0009699', 'S0002148']"
"U0010743";"david28@example.org";"John";"Patterson";"1966/12/21";"Chile";"normal";"['S0008794', 'S0003331', 'S0007514', 'S0009655', 'S0001339', 'S0003569', 'S0009412', 'S0005638', 'S0005742', 'S0000637', 'S0007482', 'S0005385', 'S0008689', 'S0007624', 'S0007937', 'S0003705', 'S0007078', 'S0000273', 'S0002572', 'S0003120', 'S0003051', 'S0000315', 'S0002868', 'S0000177', 'S0025078']"
"U0011319";"hamiltonfrank@example.com";"Anna";"Jones";"1997/09/03";"Tonga";"Exclusive";"['S0008919', 'S0003396', 'S0003299', 'S0003771', 'S0000226', 'S0010275', 'S0006069', 'S0005923', 'S0000825', 'S0000733', 'S0008369', 'S0008243', 'S0001321', 'S0003706', 'S0010398', 'S0000555', 'S0005384', 'S0006039', 'S0007391', 'S0007654', 'S0009334', 'S0002027', 'S0004034', 'S0009641', 'S0000740', 'S0002690', 'S0004540', 'S0009279', 'S0007104', 'S0007985', 'S0003898', 'S0010544', 'S0010667', 'S0009330', 'S0010547', 'S0005508', 'S0006018', 'S0005475', 'S0002811', 'S0000900', 'S0006354']"
"U0010433";"laura45@example.com";"David";"Smith";"1995/04/02";"Belize";"Premim";"['S0008342', 'S0003181', 'S0003150', 'S0006886', 'S0010135', 'S0001887', 'S0004805', 'S0009627', 'S0003858', 'S0002002', 'S0008341', 'S0003772', 'S0002841', 'S0003564', 'S0002444', 'S0008266', 'S0002998', 'S0006206']"
"U0010002";"kayla25@example.org";"Claudia";"Smith";"1999/12/08";"Paraguay";"Norml";"['S0005981', 'S0006762', 'S0004872', 'S0007214', 'S0009499', 'S0001276', 'S0009803', 'S0009021', 'S0002045', 'S0009201', 'S0010219', 'S0003642', 'S0005408', 'S0006967']"
"U0010388";"kelseynielsen@example.com";"Melissa";"Lee";"1986/05/17";"Cyprus";"premium";"['S0010080', 'S0002667', 'S0010081', 'S0009180', 'S0000738', 'S0009427', 'S0005802', 'S0006444', 'S0007590', 'S0001360', 'S0029422']"
"U0010881";"nlewis@example.net";"Kim";"Watson";"1989/12/21";"Uganda";"Premim";"['S0003889', 'S0002830', 'S0007496', 'S0000738', 'S0008607', 'S0001982', 'S0008661', 'S0006730', 'S0005816', 'S0009009', 'S0004232', 'S0004370', 'S0009756', 'S0006067', 'S0004894', 'S0005419', 'S0005996', 'S0010320', 'S0007976', 'S0004172', 'S0002915', 'S0008780', 'S0009202', 'S0006670', 'S0005571', 'S0009124', 'S0000141', 'S0002971', 'S0002745', 'S0002950', 'S0007714', 'S0006263', 'S0007736', 'S0001493', 'S0007393', 'S0010477', 'S0010312', 'S0004824', 'S0009330', 'S0004773', 'S0001281', 'S0002731', 'S0004002', 'S0000452', 'S0004876', 'S0006960', 'S0006517', 'S0003821', 'S0007837', 'S0006644']"
"U0010797";"bullockcrystal@example.org";"Alan";"Cortez";"1975/03/28";"Turks and Caicos Islands";"premium";"['S0008769', 'S0003787', 'S0003723', 'S0008736', 'S0006246', 'S0004964', 'S0005761', 'S0003444', 'S0009971', 'S0004782', 'S0001556', 'S0009894', 'S0001193', 'S0002184', 'S0000886', 'S0001686', 'S0007106', 'S0006924', 'S0000730', 'S0001371', 'S0010601', 'S0005607', 'S0000848', 'S0002535', 'S0010213', 'S0028069']"
"U0011175";"kristen09@example.com";"Kristi";"Johnson";"2003/08/27";"Antigua and Barbuda";"normal";"['S0010185', 'S0004522', 'S0003614', 'S0007205', 'S0000708', 'S0001261', 'S0008116', 'S0004055', 'S0001851', 'S0005173', 'S0005942', 'S0003663', 'S0004991', 'S0000080', 'S0006424', 'S0001635', 'S0005879', 'S0009512', 'S0004838', 'S0005701', 'S0006597', 'S0002367', 'S0008005', 'S0005703', 'S0009991', 'S0002950', 'S0004230', 'S0002577', 'S0002281', 'S0006951', 'S0000260', 'S0001616', 'S0009383', 'S0007581', 'S0006906', 'S0007235', 'S0028752']"
"U0010011";"alexanderjessicaexample.com";"Daniel";"Church";"1985/10/09";"Ethiopia";"premium";"['S0003971', 'S0002187', 'S0007441', 'S0007028', 'S0000668', 'S0001812', 'S0004581', 'S0004269', 'S0007802', 'S0002971', 'S0001645', 'S0007498', 'S0002404', 'S0008684', 'S0010200', 'S0009203', 'S0005876', 'S0000836', 'S0007159', 'S0004236', 'S0009340', 'S0005843', 'S0005744', 'S0005200', 'S0001606', 'S0006772', 'S0008879', 'S0007581', 'S0001758', 'S0002420', 'S0006775']"
"U0011273";"garciacynthia@.example.org";"Norman";"Lawrence";"1980/08/30";"Romania";"normal";"['S0003029', 'S0006778', 'S0009934', 'S0006429', 'S0004181', 'S0003509', 'S0004139', 'S0005955', 'S0001520', 'S0008318', 'S0000867', 'S0008353', 'S0010468', 'S0001933', 'S0008844', 'S0002079', 'S0002306', 'S0006606', 'S0009600', 'S0000997', 'S0002098', 'S0008584', 'S0007919', 'S0008357', 'S0005794', 'S0010704', 'S0007530', 'S0010091', 'S0009948', 'S0005236', 'S0000309', 'S0008311', 'S0008448', 'S0002874', 'S0008358', 'S0009280', 'S0005874', 'S0003489', 'S0010350', 'S0000108', 'S0010592', 'S0009372', 'S0003630', 'S0002328', 'S0008457', 'S0010219', 'S0000404', 'S0004795', 'S0009004']"
"U0010893";"boylekevin#@example.org";"Michael";"Williams";"1966/06/24";"Mongolia";"premium";"['S0010342', 'S0004562', 'S0005347', 'S0000901', 'S0003447', 'S0005192', 'S0005362', 'S0003162', 'S0001460', 'S0009672', 'S0004930', 'S0003075', 'S0010704', 'S0000961', 'S0010039']"
"U0010143";"uhiggins@example.org";"Gary";"Allen";"1981/07/08";"Congo";"normal";"['S0002913', 'S0007881', 'S0002877', 'S0007888', 'S0009080', 'S0002982', 'S0009973', 'S0010189', 'S0001053', 'S0008050', 'S0008478', 'S0007297', 'S0007763', 'S0006281', 'S0002461', 'S0004855', 'S0000073', 'S0005433', 'S0000539', 'S0000370', 'S0005338', 'S0010196', 'S0010174', 'S0010286', 'S0009687', 'S0003958', 'S0006397', 'S0006643', 'S0000205', 'S0006462', 'S0008173', 'S0008791', 'S0010164', 'S0006724', 'S0004934', 'S0004951', 'S0009266', 'S0006568', 'S0022179']"
"U0011026";"merickson@example.org";"Nicole";"Lee";"2004/070000";"Greece";"normal";"['S0007870', 'S0008837', 'S0009797', 'S0006855', 'S0009767', 'S0006830', 'S0008564', 'S0005587', 'S0008994', 'S0001424', 'S0004422', 'S0006493', 'S0000734', 'S0002822', 'S0003278', 'S0000739', 'S0003663', 'S0009540', 'S0007504', 'S0001491', 'S0007974', 'S0001350', 'S0006440', 'S0009573', 'S0005483', 'S0004305', 'S0007366', 'S0007724', 'S0002310', 'S0005242', 'S0002801', 'S0007663']"
"U0010783";"perezmichael@examplecom";"Angela";"Chen";"1993/04/15";"Suriname";"normal";"['S0003339', 'S0004091', 'S0006545', 'S0004645', 'S0003646', 'S0000175', 'S0002558', 'S0004717', 'S0003582', 'S0007259', 'S0007233', 'S0008259', 'S0005391', 'S0010005', 'S0003586', 'S0005864', 'S0004579', 'S0004238', 'S0003411', 'S0003175', 'S0010233', 'S0000092', 'S0001937', 'S0005696', 'S0010093', 'S0003523', 'S0003405', 'S0002642', 'S0010543', 'S0001263', 'S0003253', 'S0005148', 'S0008569', 'S0008136', 'S0010219', 'S0002787', 'S0010151']"
"U0011057";"joseph92@example.org";"James";"Brown";"1971/05/06";"Mayotte";"premium";"['S0005982', 'S0005417', 'S0000117', 'S0006332', 'S0010088', 'S0008454', 'S0010647', 'S0008511', 'S0005719', 'S0001324', 'S0001649', 'S0005406', 'S0007783', 'S0006308', 'S0005365', 'S0000521', 'S0001790', 'S0001482', 'S0006303', 'S0005713', 'S0010175', 'S0006365', 'S0002340', 'S0005195', 'S0003679', 'S0008750', 'S0004374', 'S0004168', 'S0000253', 'S0008518', 'S0000464', 'S0010619', 'S0006050', 'S0007985', 'S0008970', 'S0003816', 'S0009786', 'S0001927', 'S0000603', 'S0009559', 'S0007897', 'S0010343', 'S0009916', 'S0004227', 'S0004879', 'S0009931', 'S0026237']"
"U0010001";"bvargas@example.com";"Christine";"Hill";"1999/";"Heard Island and McDonald Islands";"normal";"['S0000682', 'S0002478', 'S0009583', 'S0009407', 'S0007828', 'S0000193', 'S0008294', 'S0002800', 'S0007926', 'S0001851', 'S0007171', 'S0009252', 'S0008647', 'S0006432', 'S0005034', 'S0010581', 'S0005293', 'S0002021', 'S0000602', 'S0002421', 'S0007777', 'S0001372', 'S0000953', 'S0002273', 'S0006977', 'S0002394', 'S0009160', 'S0000120', 'S0009338', 'S0006202', 'S0004115', 'S0010551', 'S0006732', 'S0010659', 'S0005251']"
"U0010222";"brettfisher@example.org";"Meghan";"Jimenez";"2004/12/03";"Mexico";"Premim";"['S0008943', 'S0006668', 'S0007473', 'S0009639', 'S0009449', 'S0003973', 'S0005028', 'S0003989', 'S0003841', 'S0005490', 'S0010193', 'S0008050', 'S0010520', 'S0005222', 'S0009167', 'S0010440', 'S0009402', 'S0008448', 'S0003780', 'S0008403', 'S0000795', 'S0005584', 'S0008784', 'S0008675', 'S0000497', 'S0001717', 'S0009957', 'S0005843', 'S0009426', 'S0009601', 'S0002731', 'S0003050', 'S0010378', 'S0007244', 'S0005537', 'S0007713', 'S0004327', 'S0000060', 'S0005103']"
"U0010329";"lwilliams@example.net";"Amber";"Cooley";"1988/12/28";"Cape Verde";"normal";"['S0007848', 'S0002151', 'S0001776', 'S0001733', 'S0003366', 'S0007928', 'S0010264', 'S0004411', 'S0000913', 'S0003986', 'S0006156', 'S0006419', 'S0007604', 'S0003209', 'S0007923', 'S0000195', 'S0008076', 'S0005839', 'S0002984', 'S0006816', 'S0007585', 'S0002884', 'S0004895', 'S0007704', 'S0009731', 'S0009621', 'S0004245', 'S0000435', 'S0007937', 'S0009865', 'S0000228', 'S0005379', 'S0006462', 'S0003390', 'S0008036', 'S0006858', 'S0005152', 'S0001906', 'S0008811', 'S0001590', 'S0007357', 'S0005261', 'S0003108', 'S0022734']"
"U0010410";"cliffordkane@example.com";"Tiffany";"Kelly";"1973/01/18";"Guinea-Bissau";"Norml";"['S0002507', 'S0000573', 'S0000128', 'S0003570', 'S0009363', 'S0007945', 'S0004022', 'S0000248', 'S0008235', 'S0007081', 'S0004668', 'S0009244', 'S0009187', 'S0005568', 'S0001078', 'S0006154', 'S0005721', 'S0001883', 'S0000865', 'S0001433', 'S0003401', 'S0006261', 'S0009845', 'S0001656', 'S0006607', 'S0005221', 'S0003998', 'S0005418', 'S0002321', 'S0002900', 'S0002770', 'S0002001', 'S0010428', 'S0009860', 'S0000685', 'S0010500']"
"U0011448";"xbrooks@example.org";"Angelica";"Robinson";"2000/04/07";"Germany";"premium";"['S0006882', 'S0005244', 'S0002711', 'S0004322', 'S0002503', 'S0003969', 'S0002449', 'S0000678', 'S0010473', 'S0010653', 'S0006749', 'S0006783', 'S0006038', 'S0009809', 'S0007854', 'S0005384', 'S0001108', 'S0001331', 'S0004885', 'S0004368', 'S0003558', 'S0009866', 'S0007281', 'S0002104', 'S0003471', 'S0006405', 'S0003740', 'S0005710', 'S0002862', 'S0008107', 'S0004330', 'S0008993', 'S0002355', 'S0001496', 'S0023903']"
"U0010574";"jburton@example.net";"Valerie";"Reyes";"1966/10/27";"Cocos (Keeling) Islands";"premium";"['S0000310', 'S0008393', 'S0003770', 'S0003628', 'S0010137', 'S0010354', 'S0000034', 'S0009545', 'S0000046', 'S0001498', 'S0009997', 'S0004391', 'S0006040', 'S0007459', 'S0008351', 'S0004779', 'S0007929', 'S0000798', 'S0000396', 'S0003838', 'S0000912', 'S0006424', 'S0008421', 'S0004341', 'S0005884', 'S0002027', 'S0006372', 'S0000766', 'S0000500', 'S0002555', 'S0002690', 'S0002605', 'S0010670', 'S0002266', 'S0001137', 'S0001450', 'S0002111', 'S0008395', 'S0006712', 'S0000272', 'S0002936', 'S0000559', 'S0006776', 'S0000288', 'S0003566', 'S0000685', 'S0004030', 'S0005201', 'S0027898']"
"U0011384";"montgomerygabriela@example.org";"Elizabeth";"Nelson";"1984/05/52";"Tunisia";"premium";"['S0006445', 'S0002121', 'S0004023', 'S0007120', 'S0010353', 'S0003395', 'S0004289', 'S0010027', 'S0000278', 'S0005145', 'S0003209', 'S0004350', 'S0004737', 'S0002488', 'S0007998', 'S0005672', 'S0002389', 'S0003105', 'S0008946', 'S0009051', 'S0000440', 'S0001867', 'S0009663', 'S0004850', 'S0001985', 'S0005957', 'S0002481', 'S0010376', 'S0005860']"
"U0010906";"hardingeugene@example.net";"Courtney";"Roth";"197909/29";"Paraguay";"premium";"['S0010187', 'S0000744', 'S0010390', 'S0005516', 'S0005909', 'S0008441', 'S0003555', 'S0001246', 'S0008547', 'S0001729', 'S0005715', 'S0009963', 'S0003111', 'S0004575', 'S0005419', 'S0000810', 'S0004107', 'S0000253', 'S0002034', 'S0009429', 'S0009863', 'S0004026', 'S0000389', 'S0002975', 'S0002480', 'S0006005', 'S0001274', 'S0009248']"
"U0011206";"darylmendoza@example.org";"Carrie";"Fox";"1970/99/07";"New Zealand";"premium";"['S0006336', 'S0005974', 'S0001240', 'S0002158', 'S0009367', 'S0010726', 'S0000236', 'S0007453', 'S0005890', 'S0005776', 'S0005145', 'S0009576', 'S0004461', 'S0010387', 'S0003028', 'S0008357', 'S0009915', 'S0000054', 'S0001790', 'S0003538', 'S0002468', 'S0007543', 'S0009594', 'S0003790', 'S0005538', 'S0005565', 'S0000548', 'S0010044', 'S0008553', 'S0007465', 'S0004402', 'S0001096', 'S0007355', 'S0007315', 'S0004049', 'S0006180', 'S0002768', 'S0009968', 'S0000061', 'S0009646', 'S0006975', 'S0000594', 'S0004879', 'S0007413']"
"U0010366";"nathaniel04example.org";"Martha";"Santos";"2006/01/04";"Western Sahara";"premium";"['S0002536', 'S0003631', 'S0004551', 'S0007098', 'S0009138', 'S0003655', 'S0008040', 'S0004792', 'S0010473', 'S0008609', 'S0004841', 'S0007960', 'S0008446', 'S0003081', 'S0002027', 'S0000975', 'S0002595', 'S0005653', 'S0005510', 'S0000960', 'S0005074', 'S0005555', 'S0006018', 'S0001568', 'S0000785', 'S0000517']"
"U0010377";"michael84@example.org";"Jennifer";"Perry";"1970/04/29";"Liberia";"Premim";"['S0003496', 'S0000493', 'S0003325', 'S0000059', 'S0009736', 'S0007729', 'S0004830', 'S0006193', 'S0007389', 'S0009767', 'S0004510', 'S0005431', 'S0009686', 'S0004295', 'S0009023', 'S0003519', 'S0009217', 'S0006358', 'S0002204', 'S0005304', 'S0001815', 'S0007836', 'S0001932', 'S0009967', 'S0007094', 'S0005765', 'S0007240', 'S0004242', 'S0006976', 'S0009748', 'S0001188', 'S0002926', 'S0005876', 'S0007621', 'S0003249', 'S0003904', 'S0002700', 'S0005088', 'S0003650', 'S0001340', 'S0003970', 'S0009885', 'S0005455', 'S0002954', 'S0006601', 'S0007622', 'S0004137', 'S0000121', 'S0008573', 'S0010327']"
"U0010724";"qsimon@example.org";"Taylor";"Allen";"19750211";"Reunion";"premium";"['S0004431', 'S0005349', 'S0010488', 'S0001534', 'S0009493', 'S0002403', 'S0005833', 'S0010573', 'S0003427', 'S0001127', 'S0006505', 'S0008750', 'S0003987', 'S0004317', 'S0009209', 'S0000338', 'S0002145', 'S0009786', 'S0005440', 'S0006310', 'S0003419', 'S0006032', 'S0000461', 'S0003659', 'S0010612', 'S0004453', 'S0005242', 'S0001238', 'S0002716', 'S0005769', 'S0002195']"
"U0010027";"berryrobert@";"Robert";"Gray";"1988/09/11";"Luxembourg";"premium";"['S0006283', 'S0010586', 'S0001197', 'S0005789', 'S0008134', 'S0003086', 'S0004659', 'S0006699', 'S0004785', 'S0009864', 'S0000630', 'S0001589', 'S0000805', 'S0010135', 'S0003981', 'S0000856', 'S0009562', 'S0002623', 'S0004171', 'S0007427', 'S0005928', 'S0010053', 'S0006491', 'S0005262', 'S0003694', 'S0005669', 'S0003530', 'S0000315', 'S0010416', 'S0007129']"
"U0010087";"juan37#@example.org";"Scott";"Pugh";"2004/08/02";"Panama";"normal";"['S0010125', 'S0009367', 'S0002363', 'S0005297', 'S0009076', 'S0010502', 'S0010069', 'S0007497', 'S0003599', 'S0009418', 'S0009648', 'S0007524', 'S0003462', 'S0005266', 'S0005131', 'S0008614', 'S0004118', 'S0002631', 'S0009538', 'S0001650', 'S0003772', 'S0002301', 'S0010673', 'S0003285', 'S0006221', 'S0003563', 'S0005577', 'S0005914', 'S0003731', 'S0002676', 'S0007717', 'S0003949', 'S0004665', 'S0000232', 'S0007003', 'S0005014', 'S0004424', 'S0004386', 'S0008637', 'S0001002', 'S0001007', 'S0009807', 'S0010152', 'S0003837', 'S0005950', 'S0007105', 'S0010239', 'S0001813']"
"U0010870";"michaelbrady@example.com";"Lauren";"Hernandez";"1981/03/25";"Pitcairn Islands";"premium";"['S0004216', 'S0004644', 'S0008372', 'S0008627', 'S0008427', 'S0010279', 'S0010011', 'S0000278', 'S0007302', 'S0007912', 'S0004880', 'S0005154', 'S0005147', 'S0009642', 'S0005894', 'S0002090', 'S0004702', 'S0008184', 'S0009049', 'S0006133', 'S0000355', 'S0003753', 'S0003287', 'S0006558', 'S0007102', 'S0022740']"
"U0011173";"fperry@example.net";"Charles";"Lester";"1979/06/14";"Oman";"Exclusive";"['S0001082', 'S0002206', 'S0007774', 'S0005938', 'S0008912', 'S0001520', 'S0001146', 'S0001820', 'S0002890', 'S0006897', 'S0004944', 'S0008812', 'S0009273', 'S0001115', 'S0004532', 'S0003877', 'S0010308', 'S0006178', 'S0009402', 'S0010692', 'S0002708', 'S0003956', 'S0008431', 'S0003761', 'S0000946', 'S0006866', 'S0008032', 'S0007942', 'S0004279', 'S0010690', 'S0009333', 'S0001903', 'S0010474', 'S0000421']"
"U0010302";"john42@example.net";"Michael";"Miller";"1971/10/05";"Hungary";"Premim";"['S0002492', 'S0009530', 'S0001673', 'S0004701', 'S0009688', 'S0001418', 'S0004446', 'S0001303', 'S0007439', 'S0009730', 'S0004939', 'S0001900', 'S0007500', 'S0001771', 'S0005117', 'S0000242', 'S0000249', 'S0008916', 'S0007540', 'S0002987', 'S0010133', 'S0001985', 'S0004275', 'S0008078', 'S0005273', 'S0000692', 'S0001579', 'S0002438']"
